"gridcell" "division" "subdivision" "lat" "lon" "size"
"2390" "8682" 112 "1121" 68.875 -18.25 163.58967743356
"2391" "8683" 112 "1121" 68.625 -18.75 165.42896672703
"2392" "8684" 112 "1121" 68.625 -18.25 165.428966727031
"2393" "8691" 112 "1121" 68.875 -19.75 163.58967743356
"2394" "8692" 112 "1121" 68.875 -19.25 163.58967743356
"2395" "8693" 112 "1121" 68.625 -19.75 165.428966727031
"2396" "8694" 112 "1121" 68.625 -19.25 165.428966727031
"2397" "8701" 112 "1121" 68.875 -20.75 163.589677433561
"2398" "8702" 112 "1121" 68.875 -20.25 163.589677433559
"2399" "8703" 112 "1121" 68.625 -20.75 165.428966727032
"2400" "8704" 112 "1121" 68.625 -20.25 165.42896672703
"2401" "8711" 112 "1121" 68.875 -21.75 163.58967743356
"2402" "8712" 112 "1121" 68.875 -21.25 163.589677433559
"2403" "8713" 112 "1121" 68.625 -21.75 165.428966727031
"2404" "8714" 112 "1121" 68.625 -21.25 165.42896672703
"2405" "8721" 110 "1101" 68.875 -22.75 163.589677433559
"2406" "8722" 112 "1121" 68.875 -22.25 163.58967743356
"2407" "8723" 112 "1121" 68.625 -22.75 165.42896672703
"2408" "8724" 112 "1121" 68.625 -22.25 165.428966727031
"2409" "8731" 110 "1101" 68.875 -23.75 163.589677433559
"2410" "8732" 110 "1101" 68.875 -23.25 163.589677433561
"2411" "8733" 112 "1121" 68.625 -23.75 165.42896672703
"2412" "8734" 112 "1121" 68.625 -23.25 165.428966727032
"2413" "8741" 110 "1101" 68.875 -24.75 163.58967743356
"2414" "8742" 110 "1101" 68.875 -24.25 163.58967743356
"2415" "8743" 112 "1121" 68.625 -24.75 165.428966727031
"2416" "8744" 112 "1121" 68.625 -24.25 165.428966727031
"2417" "8751" 110 "1101" 68.875 -25.75 163.589677433561
"2418" "8752" 110 "1101" 68.875 -25.25 163.589677433559
"2419" "8753" 110 "1101" 68.625 -25.75 165.428966727032
"2420" "8754" 110 "1101" 68.625 -25.25 165.42896672703
"2421" "8762" 110 "1101" 68.875 -26.25 163.589677433559
"2422" "8763" 110 "1101" 68.625 -26.75 165.428966727031
"2423" "8764" 110 "1101" 68.625 -26.25 165.42896672703
"2424" "8773" 110 "1101" 68.625 -27.75 165.428966727031
"2425" "8774" 110 "1101" 68.625 -27.25 165.428966727031
"2426" "9001" 115 "1151" 69.375 -0.75 159.901166627739
"2427" "9002" 115 "1151" 69.375 -0.25 159.901166627739
"2428" "9003" 115 "1151" 69.125 -0.75 161.74706525231
"2429" "9004" 115 "1151" 69.125 -0.25 161.74706525231
"2430" "9011" 115 "1151" 69.375 -1.75 159.901166627739
"2431" "9012" 115 "1151" 69.375 -1.25 159.901166627739
"2432" "9013" 115 "1151" 69.125 -1.75 161.74706525231
"2433" "9014" 115 "1151" 69.125 -1.25 161.74706525231
"2434" "9021" 115 "1151" 69.375 -2.75 159.901166627739
"2435" "9022" 115 "1151" 69.375 -2.25 159.901166627739
"2436" "9023" 115 "1151" 69.125 -2.75 161.74706525231
"2437" "9024" 115 "1151" 69.125 -2.25 161.74706525231
"2438" "9031" 115 "1151" 69.375 -3.75 159.901166627739
"2439" "9032" 115 "1151" 69.375 -3.25 159.901166627739
"2440" "9033" 115 "1151" 69.125 -3.75 161.74706525231
"2441" "9034" 115 "1151" 69.125 -3.25 161.74706525231
"2442" "9041" 115 "1151" 69.375 -4.75 159.901166627739
"2443" "9042" 115 "1151" 69.375 -4.25 159.901166627739
"2444" "9043" 115 "1151" 69.125 -4.75 161.74706525231
"2445" "9044" 115 "1151" 69.125 -4.25 161.74706525231
"2446" "9051" 115 "1151" 69.375 -5.75 159.901166627739
"2447" "9052" 115 "1151" 69.375 -5.25 159.901166627739
"2448" "9053" 115 "1151" 69.125 -5.75 161.74706525231
"2449" "9054" 115 "1151" 69.125 -5.25 161.74706525231
"2450" "9061" 113 "1133" 69.375 -6.75 159.901166627739
"2451" "9062" 113 "1133" 69.375 -6.25 159.901166627739
"2452" "9063" 113 "1133" 69.125 -6.75 161.74706525231
"2453" "9064" 113 "1133" 69.125 -6.25 161.74706525231
"2454" "9071" 113 "1133" 69.375 -7.75 159.901166627739
"2455" "9072" 113 "1133" 69.375 -7.25 159.901166627739
"2456" "9073" 113 "1133" 69.125 -7.75 161.74706525231
"2457" "9074" 113 "1133" 69.125 -7.25 161.74706525231
"2458" "9081" 113 "1133" 69.375 -8.75 159.901166627739
"2459" "9082" 113 "1133" 69.375 -8.25 159.901166627739
"2460" "9083" 113 "1133" 69.125 -8.75 161.74706525231
"2461" "9084" 113 "1133" 69.125 -8.25 161.74706525231
"2462" "9091" 113 "1133" 69.375 -9.75 159.901166627739
"2463" "9092" 113 "1133" 69.375 -9.25 159.901166627739
"2464" "9093" 113 "1133" 69.125 -9.75 161.74706525231
"2465" "9094" 113 "1133" 69.125 -9.25 161.74706525231
"2466" "9101" 113 "1133" 69.375 -10.75 159.901166627739
"2467" "9102" 113 "1133" 69.375 -10.25 159.901166627739
"2468" "9103" 113 "1133" 69.125 -10.75 161.74706525231
"2469" "9104" 113 "1133" 69.125 -10.25 161.74706525231
"2470" "9111" 113 "1133" 69.375 -11.75 159.901166627739
"2471" "9112" 113 "1133" 69.375 -11.25 159.901166627739
"2472" "9113" 113 "1133" 69.125 -11.75 161.74706525231
"2473" "9114" 113 "1133" 69.125 -11.25 161.74706525231
"2474" "9121" 113 "1133" 69.375 -12.75 159.901166627739
"2475" "9122" 113 "1133" 69.375 -12.25 159.901166627739
"2476" "9123" 113 "1133" 69.125 -12.75 161.74706525231
"2477" "9124" 113 "1133" 69.125 -12.25 161.74706525231
"2478" "9131" 113 "1133" 69.375 -13.75 159.901166627739
"2479" "9132" 113 "1133" 69.375 -13.25 159.901166627739
"2480" "9133" 113 "1133" 69.125 -13.75 161.74706525231
"2481" "9134" 113 "1133" 69.125 -13.25 161.74706525231
"2482" "9141" 112 "1121" 69.375 -14.75 159.901166627738
"2483" "9142" 113 "1133" 69.375 -14.25 159.901166627739
"2484" "9143" 112 "1121" 69.125 -14.75 161.747065252309
"2485" "9144" 113 "1133" 69.125 -14.25 161.74706525231
"2486" "9151" 112 "1121" 69.375 -15.75 159.901166627739
"2487" "9152" 112 "1121" 69.375 -15.25 159.901166627739
"2488" "9153" 112 "1121" 69.125 -15.75 161.74706525231
"2489" "9154" 112 "1121" 69.125 -15.25 161.74706525231
"2490" "9161" 112 "1121" 69.375 -16.75 159.901166627739
"2491" "9162" 112 "1121" 69.375 -16.25 159.901166627739
"2492" "9163" 112 "1121" 69.125 -16.75 161.74706525231
"2493" "9164" 112 "1121" 69.125 -16.25 161.74706525231
"2494" "9171" 112 "1121" 69.375 -17.75 159.901166627739
"2495" "9172" 112 "1121" 69.375 -17.25 159.901166627738
"2496" "9173" 112 "1121" 69.125 -17.75 161.74706525231
"2497" "9174" 112 "1121" 69.125 -17.25 161.747065252309
"2498" "9181" 112 "1121" 69.375 -18.75 159.901166627738
"2499" "9182" 112 "1121" 69.375 -18.25 159.901166627739
"2500" "9183" 112 "1121" 69.125 -18.75 161.747065252309
"2501" "9184" 112 "1121" 69.125 -18.25 161.74706525231
"2502" "9191" 112 "1121" 69.375 -19.75 159.901166627739
"2503" "9192" 112 "1121" 69.375 -19.25 159.901166627739
"2504" "9193" 112 "1121" 69.125 -19.75 161.74706525231
"2505" "9194" 112 "1121" 69.125 -19.25 161.74706525231
"2506" "9201" 110 "1101" 69.375 -20.75 159.90116662774
"2507" "9202" 110 "1101" 69.375 -20.25 159.901166627738
"2508" "9203" 112 "1121" 69.125 -20.75 161.747065252311
"2509" "9204" 112 "1121" 69.125 -20.25 161.747065252309
"2510" "9211" 110 "1101" 69.375 -21.75 159.901166627739
"2511" "9212" 110 "1101" 69.375 -21.25 159.901166627738
"2512" "9213" 110 "1101" 69.125 -21.75 161.74706525231
"2513" "9214" 112 "1121" 69.125 -21.25 161.747065252309
"2514" "9221" 110 "1101" 69.375 -22.75 159.901166627738
"2515" "9222" 110 "1101" 69.375 -22.25 159.901166627739
"2516" "9223" 110 "1101" 69.125 -22.75 161.747065252309
"2517" "9224" 110 "1101" 69.125 -22.25 161.74706525231
"2518" "9231" 110 "1101" 69.375 -23.75 159.901166627738
"2519" "9232" 110 "1101" 69.375 -23.25 159.90116662774
"2520" "9233" 110 "1101" 69.125 -23.75 161.747065252309
"2521" "9234" 110 "1101" 69.125 -23.25 161.747065252311
"2522" "9241" 110 "1101" 69.375 -24.75 159.901166627739
"2523" "9242" 110 "1101" 69.375 -24.25 159.901166627739
"2524" "9243" 110 "1101" 69.125 -24.75 161.74706525231
"2525" "9244" 110 "1101" 69.125 -24.25 161.74706525231
"2526" "9252" 110 "1101" 69.375 -25.25 159.901166627738
"2527" "9253" 110 "1101" 69.125 -25.75 161.747065252311
"2528" "9254" 110 "1101" 69.125 -25.25 161.747065252309
"2529" "9501" 115 "1151" 69.875 -0.75 156.199656318656
"2530" "9502" 115 "1151" 69.875 -0.25 156.199656318656
"2531" "9503" 115 "1151" 69.625 -0.75 158.052018102961
"2532" "9504" 115 "1151" 69.625 -0.25 158.052018102961
"2533" "9511" 115 "1151" 69.875 -1.75 156.199656318656
"2534" "9512" 115 "1151" 69.875 -1.25 156.199656318656
"2535" "9513" 115 "1151" 69.625 -1.75 158.052018102961
"2536" "9514" 115 "1151" 69.625 -1.25 158.052018102961
"2537" "9521" 115 "1151" 69.875 -2.75 156.199656318656
"2538" "9522" 115 "1151" 69.875 -2.25 156.199656318656
"2539" "9523" 115 "1151" 69.625 -2.75 158.052018102961
"2540" "9524" 115 "1151" 69.625 -2.25 158.052018102961
"2541" "9531" 115 "1151" 69.875 -3.75 156.199656318656
"2542" "9532" 115 "1151" 69.875 -3.25 156.199656318656
"2543" "9533" 115 "1151" 69.625 -3.75 158.052018102961
"2544" "9534" 115 "1151" 69.625 -3.25 158.052018102961
"2545" "9541" 115 "1151" 69.875 -4.75 156.199656318656
"2546" "9542" 115 "1151" 69.875 -4.25 156.199656318656
"2547" "9543" 115 "1151" 69.625 -4.75 158.052018102961
"2548" "9544" 115 "1151" 69.625 -4.25 158.052018102961
"2549" "9551" 113 "1133" 69.875 -5.75 156.199656318656
"2550" "9552" 113 "1133" 69.875 -5.25 156.199656318656
"2551" "9553" 113 "1133" 69.625 -5.75 158.052018102961
"2552" "9554" 113 "1133" 69.625 -5.25 158.052018102961
"2553" "9561" 113 "1133" 69.875 -6.75 156.199656318656
"2554" "9562" 113 "1133" 69.875 -6.25 156.199656318656
"2555" "9563" 113 "1133" 69.625 -6.75 158.052018102961
"2556" "9564" 113 "1133" 69.625 -6.25 158.052018102961
"2557" "9571" 113 "1133" 69.875 -7.75 156.199656318656
"2558" "9572" 113 "1133" 69.875 -7.25 156.199656318655
"2559" "9573" 113 "1133" 69.625 -7.75 158.052018102961
"2560" "9574" 113 "1133" 69.625 -7.25 158.052018102961
"2561" "9581" 113 "1133" 69.875 -8.75 156.199656318655
"2562" "9582" 113 "1133" 69.875 -8.25 156.199656318656
"2563" "9583" 113 "1133" 69.625 -8.75 158.052018102961
"2564" "9584" 113 "1133" 69.625 -8.25 158.052018102961
"2565" "9591" 113 "1133" 69.875 -9.75 156.199656318656
"2566" "9592" 113 "1133" 69.875 -9.25 156.199656318655
"2567" "9593" 113 "1133" 69.625 -9.75 158.052018102961
"2568" "9594" 113 "1133" 69.625 -9.25 158.052018102961
"2569" "9601" 113 "1133" 69.875 -10.75 156.199656318655
"2570" "9602" 113 "1133" 69.875 -10.25 156.199656318656
"2571" "9603" 113 "1133" 69.625 -10.75 158.052018102961
"2572" "9604" 113 "1133" 69.625 -10.25 158.052018102961
"2573" "9611" 113 "1133" 69.875 -11.75 156.199656318656
"2574" "9612" 113 "1133" 69.875 -11.25 156.199656318655
"2575" "9613" 113 "1133" 69.625 -11.75 158.052018102961
"2576" "9614" 113 "1133" 69.625 -11.25 158.052018102961
"2577" "9621" 113 "1133" 69.875 -12.75 156.199656318656
"2578" "9622" 113 "1133" 69.875 -12.25 156.199656318656
"2579" "9623" 113 "1133" 69.625 -12.75 158.052018102961
"2580" "9624" 113 "1133" 69.625 -12.25 158.052018102961
"2581" "9631" 113 "1133" 69.875 -13.75 156.199656318656
"2582" "9632" 113 "1133" 69.875 -13.25 156.199656318655
"2583" "9633" 113 "1133" 69.625 -13.75 158.052018102961
"2584" "9634" 113 "1133" 69.625 -13.25 158.052018102961
"2585" "9641" 112 "1121" 69.875 -14.75 156.199656318655
"2586" "9642" 112 "1121" 69.875 -14.25 156.199656318656
"2587" "9643" 112 "1121" 69.625 -14.75 158.05201810296
"2588" "9644" 112 "1121" 69.625 -14.25 158.052018102961
"2589" "9651" 112 "1121" 69.875 -15.75 156.199656318656
"2590" "9652" 112 "1121" 69.875 -15.25 156.199656318656
"2591" "9653" 112 "1121" 69.625 -15.75 158.052018102961
"2592" "9654" 112 "1121" 69.625 -15.25 158.052018102961
"2593" "9661" 112 "1121" 69.875 -16.75 156.199656318656
"2594" "9662" 112 "1121" 69.875 -16.25 156.199656318656
"2595" "9663" 112 "1121" 69.625 -16.75 158.052018102961
"2596" "9664" 112 "1121" 69.625 -16.25 158.052018102961
"2597" "9671" 112 "1121" 69.875 -17.75 156.199656318656
"2598" "9672" 112 "1121" 69.875 -17.25 156.199656318655
"2599" "9673" 112 "1121" 69.625 -17.75 158.052018102961
"2600" "9674" 112 "1121" 69.625 -17.25 158.05201810296
"2601" "9681" 112 "1121" 69.875 -18.75 156.199656318655
"2602" "9682" 112 "1121" 69.875 -18.25 156.199656318656
"2603" "9683" 112 "1121" 69.625 -18.75 158.05201810296
"2604" "9684" 112 "1121" 69.625 -18.25 158.052018102961
"2605" "9691" 110 "1101" 69.875 -19.75 156.199656318656
"2606" "9692" 110 "1101" 69.875 -19.25 156.199656318656
"2607" "9693" 110 "1101" 69.625 -19.75 158.052018102961
"2608" "9694" 112 "1121" 69.625 -19.25 158.052018102961
"2609" "9701" 110 "1101" 69.875 -20.75 156.199656318657
"2610" "9702" 110 "1101" 69.875 -20.25 156.199656318655
"2611" "9703" 110 "1101" 69.625 -20.75 158.052018102962
"2612" "9704" 110 "1101" 69.625 -20.25 158.05201810296
"2613" "9711" 110 "1101" 69.875 -21.75 156.199656318656
"2614" "9712" 110 "1101" 69.875 -21.25 156.199656318655
"2615" "9713" 110 "1101" 69.625 -21.75 158.052018102961
"2616" "9714" 110 "1101" 69.625 -21.25 158.05201810296
"2617" "9721" 110 "1101" 69.875 -22.75 156.199656318655
"2618" "9722" 110 "1101" 69.875 -22.25 156.199656318656
"2619" "9723" 110 "1101" 69.625 -22.75 158.05201810296
"2620" "9724" 110 "1101" 69.625 -22.25 158.052018102961
"2621" "9732" 110 "1101" 69.875 -23.25 156.199656318657
"2622" "9733" 110 "1101" 69.625 -23.75 158.05201810296
"2623" "9734" 110 "1101" 69.625 -23.25 158.052018102962
"2624" "9744" 110 "1101" 69.625 -24.25 158.052018102961
"2625" "10001" 115 "1151" 70.375 -0.75 152.485440016773
"2626" "10002" 115 "1151" 70.375 -0.25 152.485440016773
"2627" "10003" 115 "1151" 70.125 -0.75 154.344118012226
"2628" "10004" 115 "1151" 70.125 -0.25 154.344118012226
"2629" "10011" 115 "1151" 70.375 -1.75 152.485440016773
"2630" "10012" 115 "1151" 70.375 -1.25 152.485440016773
"2631" "10013" 115 "1151" 70.125 -1.75 154.344118012226
"2632" "10014" 115 "1151" 70.125 -1.25 154.344118012226
"2633" "10021" 115 "1151" 70.375 -2.75 152.485440016773
"2634" "10022" 115 "1151" 70.375 -2.25 152.485440016773
"2635" "10023" 115 "1151" 70.125 -2.75 154.344118012226
"2636" "10024" 115 "1151" 70.125 -2.25 154.344118012226
"2637" "10031" 115 "1151" 70.375 -3.75 152.485440016773
"2638" "10032" 115 "1151" 70.375 -3.25 152.485440016773
"2639" "10033" 115 "1151" 70.125 -3.75 154.344118012226
"2640" "10034" 115 "1151" 70.125 -3.25 154.344118012226
"2641" "10041" 115 "1151" 70.375 -4.75 152.485440016773
"2642" "10042" 115 "1151" 70.375 -4.25 152.485440016773
"2643" "10043" 115 "1151" 70.125 -4.75 154.344118012226
"2644" "10044" 115 "1151" 70.125 -4.25 154.344118012226
"2645" "10051" 115 "1151" 70.375 -5.75 152.485440016773
"2646" "10052" 115 "1151" 70.375 -5.25 152.485440016773
"2647" "10053" 115 "1151" 70.125 -5.75 154.344118012226
"2648" "10054" 115 "1151" 70.125 -5.25 154.344118012226
"2649" "10061" 115 "1151" 70.375 -6.75 152.485440016773
"2650" "10062" 115 "1151" 70.375 -6.25 152.485440016773
"2651" "10063" 115 "1151" 70.125 -6.75 154.344118012226
"2652" "10064" 115 "1151" 70.125 -6.25 154.344118012226
"2653" "10071" 115 "1151" 70.375 -7.75 152.485440016773
"2654" "10072" 115 "1151" 70.375 -7.25 152.485440016772
"2655" "10073" 115 "1151" 70.125 -7.75 154.344118012226
"2656" "10074" 115 "1151" 70.125 -7.25 154.344118012226
"2657" "10081" 115 "1151" 70.375 -8.75 152.485440016772
"2658" "10082" 115 "1151" 70.375 -8.25 152.485440016773
"2659" "10083" 115 "1151" 70.125 -8.75 154.344118012226
"2660" "10084" 115 "1151" 70.125 -8.25 154.344118012226
"2661" "10091" 115 "1151" 70.375 -9.75 152.485440016773
"2662" "10092" 115 "1151" 70.375 -9.25 152.485440016772
"2663" "10093" 115 "1151" 70.125 -9.75 154.344118012226
"2664" "10094" 115 "1151" 70.125 -9.25 154.344118012226
"2665" "10501" 115 "1151" 70.875 -0.75 148.75881276427
"2666" "10502" 115 "1151" 70.875 -0.25 148.75881276427
"2667" "10503" 115 "1151" 70.625 -0.75 150.623659260223
"2668" "10504" 115 "1151" 70.625 -0.25 150.623659260223
"2669" "10511" 115 "1151" 70.875 -1.75 148.75881276427
"2670" "10512" 115 "1151" 70.875 -1.25 148.75881276427
"2671" "10513" 115 "1151" 70.625 -1.75 150.623659260223
"2672" "10514" 115 "1151" 70.625 -1.25 150.623659260223
"2673" "10521" 115 "1151" 70.875 -2.75 148.75881276427
"2674" "10522" 115 "1151" 70.875 -2.25 148.75881276427
"2675" "10523" 115 "1151" 70.625 -2.75 150.623659260223
"2676" "10524" 115 "1151" 70.625 -2.25 150.623659260223
"2677" "10531" 115 "1151" 70.875 -3.75 148.75881276427
"2678" "10532" 115 "1151" 70.875 -3.25 148.75881276427
"2679" "10533" 115 "1151" 70.625 -3.75 150.623659260223
"2680" "10534" 115 "1151" 70.625 -3.25 150.623659260223
"2681" "10541" 115 "1151" 70.875 -4.75 148.75881276427
"2682" "10542" 115 "1151" 70.875 -4.25 148.75881276427
"2683" "10543" 115 "1151" 70.625 -4.75 150.623659260223
"2684" "10544" 115 "1151" 70.625 -4.25 150.623659260223
"2685" "10551" 115 "1151" 70.875 -5.75 148.75881276427
"2686" "10552" 115 "1151" 70.875 -5.25 148.75881276427
"2687" "10553" 115 "1151" 70.625 -5.75 150.623659260223
"2688" "10554" 115 "1151" 70.625 -5.25 150.623659260223
"2689" "10561" 115 "1151" 70.875 -6.75 148.75881276427
"2690" "10562" 115 "1151" 70.875 -6.25 148.75881276427
"2691" "10563" 115 "1151" 70.625 -6.75 150.623659260223
"2692" "10564" 115 "1151" 70.625 -6.25 150.623659260223
"2693" "10571" 115 "1151" 70.875 -7.75 148.75881276427
"2694" "10572" 115 "1151" 70.875 -7.25 148.75881276427
"2695" "10573" 115 "1151" 70.625 -7.75 150.623659260223
"2696" "10574" 115 "1151" 70.625 -7.25 150.623659260222
"2697" "10581" 115 "1151" 70.875 -8.75 148.75881276427
"2698" "10582" 115 "1151" 70.875 -8.25 148.75881276427
"2699" "10583" 115 "1151" 70.625 -8.75 150.623659260222
"2700" "10584" 115 "1151" 70.625 -8.25 150.623659260223
"2701" "10591" 115 "1151" 70.875 -9.75 148.75881276427
"2702" "10592" 115 "1151" 70.875 -9.25 148.75881276427
"2703" "10593" 115 "1151" 70.625 -9.75 150.623659260223
"2704" "10594" 115 "1151" 70.625 -9.25 150.623659260222
"2705" "11001" 115 "1151" 71.375 -0.75 145.020071104333
"2706" "11002" 115 "1151" 71.375 -0.25 145.020071104333
"2707" "11003" 115 "1151" 71.125 -0.75 146.890937643513
"2708" "11004" 115 "1151" 71.125 -0.25 146.890937643513
"2709" "11011" 115 "1151" 71.375 -1.75 145.020071104333
"2710" "11012" 115 "1151" 71.375 -1.25 145.020071104333
"2711" "11013" 115 "1151" 71.125 -1.75 146.890937643513
"2712" "11014" 115 "1151" 71.125 -1.25 146.890937643513
"2713" "11021" 115 "1151" 71.375 -2.75 145.020071104333
"2714" "11022" 115 "1151" 71.375 -2.25 145.020071104333
"2715" "11023" 115 "1151" 71.125 -2.75 146.890937643513
"2716" "11024" 115 "1151" 71.125 -2.25 146.890937643513
"2717" "11031" 115 "1151" 71.375 -3.75 145.020071104333
"2718" "11032" 115 "1151" 71.375 -3.25 145.020071104333
"2719" "11033" 115 "1151" 71.125 -3.75 146.890937643513
"2720" "11034" 115 "1151" 71.125 -3.25 146.890937643513
"2721" "11041" 115 "1151" 71.375 -4.75 145.020071104333
"2722" "11042" 115 "1151" 71.375 -4.25 145.020071104333
"2723" "11043" 115 "1151" 71.125 -4.75 146.890937643513
"2724" "11044" 115 "1151" 71.125 -4.25 146.890937643513
"2725" "11051" 115 "1151" 71.375 -5.75 145.020071104333
"2726" "11052" 115 "1151" 71.375 -5.25 145.020071104333
"2727" "11053" 115 "1151" 71.125 -5.75 146.890937643513
"2728" "11054" 115 "1151" 71.125 -5.25 146.890937643513
"2729" "11061" 115 "1151" 71.375 -6.75 145.020071104333
"2730" "11062" 115 "1151" 71.375 -6.25 145.020071104333
"2731" "11063" 115 "1151" 71.125 -6.75 146.890937643513
"2732" "11064" 115 "1151" 71.125 -6.25 146.890937643513
"2733" "11071" 115 "1151" 71.375 -7.75 145.020071104333
"2734" "11072" 115 "1151" 71.375 -7.25 145.020071104333
"2735" "11073" 115 "1151" 71.125 -7.75 146.890937643513
"2736" "11074" 115 "1151" 71.125 -7.25 146.890937643513
"2737" "11081" 115 "1151" 71.375 -8.75 145.020071104333
"2738" "11082" 115 "1151" 71.375 -8.25 145.020071104333
"2739" "11083" 115 "1151" 71.125 -8.75 146.890937643513
"2740" "11084" 115 "1151" 71.125 -8.25 146.890937643513
"2741" "11091" 115 "1151" 71.375 -9.75 145.020071104333
"2742" "11092" 115 "1151" 71.375 -9.25 145.020071104333
"2743" "11093" 115 "1151" 71.125 -9.75 146.890937643513
"2744" "11094" 115 "1151" 71.125 -9.25 146.890937643513
"2745" "11501" 115 "1151" 71.875 -0.75 141.26951304985
"2746" "11502" 115 "1151" 71.875 -0.25 141.26951304985
"2747" "11503" 115 "1151" 71.625 -0.75 143.146250444059
"2748" "11504" 115 "1151" 71.625 -0.25 143.146250444059
"2749" "11511" 115 "1151" 71.875 -1.75 141.269513049851
"2750" "11512" 115 "1151" 71.875 -1.25 141.26951304985
"2751" "11513" 115 "1151" 71.625 -1.75 143.146250444059
"2752" "11514" 115 "1151" 71.625 -1.25 143.146250444059
"2753" "11521" 115 "1151" 71.875 -2.75 141.26951304985
"2754" "11522" 115 "1151" 71.875 -2.25 141.26951304985
"2755" "11523" 115 "1151" 71.625 -2.75 143.146250444059
"2756" "11524" 115 "1151" 71.625 -2.25 143.146250444059
"2757" "11531" 115 "1151" 71.875 -3.75 141.26951304985
"2758" "11532" 115 "1151" 71.875 -3.25 141.269513049851
"2759" "11533" 115 "1151" 71.625 -3.75 143.146250444059
"2760" "11534" 115 "1151" 71.625 -3.25 143.146250444059
"2761" "11541" 115 "1151" 71.875 -4.75 141.26951304985
"2762" "11542" 115 "1151" 71.875 -4.25 141.26951304985
"2763" "11543" 115 "1151" 71.625 -4.75 143.146250444059
"2764" "11544" 115 "1151" 71.625 -4.25 143.146250444059
"2765" "11551" 115 "1151" 71.875 -5.75 141.26951304985
"2766" "11552" 115 "1151" 71.875 -5.25 141.26951304985
"2767" "11553" 115 "1151" 71.625 -5.75 143.146250444059
"2768" "11554" 115 "1151" 71.625 -5.25 143.146250444059
"2769" "11561" 115 "1151" 71.875 -6.75 141.26951304985
"2770" "11562" 115 "1151" 71.875 -6.25 141.269513049851
"2771" "11563" 115 "1151" 71.625 -6.75 143.146250444059
"2772" "11564" 115 "1151" 71.625 -6.25 143.146250444059
"2773" "11571" 115 "1151" 71.875 -7.75 141.269513049851
"2774" "11572" 115 "1151" 71.875 -7.25 141.26951304985
"2775" "11573" 115 "1151" 71.625 -7.75 143.146250444059
"2776" "11574" 115 "1151" 71.625 -7.25 143.146250444058
"2777" "11581" 115 "1151" 71.875 -8.75 141.26951304985
"2778" "11582" 115 "1151" 71.875 -8.25 141.269513049851
"2779" "11583" 115 "1151" 71.625 -8.75 143.146250444058
"2780" "11584" 115 "1151" 71.625 -8.25 143.146250444059
"2781" "11591" 115 "1151" 71.875 -9.75 141.269513049851
"2782" "11592" 115 "1151" 71.875 -9.25 141.26951304985
"2783" "11593" 115 "1151" 71.625 -9.75 143.146250444059
"2784" "11594" 115 "1151" 71.625 -9.25 143.146250444058
"2785" "12001" 115 "1151" 72.375 -0.75 137.507438051659
"2786" "12002" 115 "1151" 72.375 -0.25 137.507438051659
"2787" "12003" 115 "1151" 72.125 -0.75 139.389896397749
"2788" "12004" 115 "1151" 72.125 -0.25 139.389896397749
"2789" "12011" 115 "1151" 72.375 -1.75 137.507438051659
"2790" "12012" 115 "1151" 72.375 -1.25 137.507438051659
"2791" "12013" 115 "1151" 72.125 -1.75 139.389896397749
"2792" "12014" 115 "1151" 72.125 -1.25 139.389896397749
"2793" "12021" 115 "1151" 72.375 -2.75 137.507438051659
"2794" "12022" 115 "1151" 72.375 -2.25 137.507438051659
"2795" "12023" 115 "1151" 72.125 -2.75 139.389896397749
"2796" "12024" 115 "1151" 72.125 -2.25 139.389896397749
"2797" "12031" 115 "1151" 72.375 -3.75 137.507438051659
"2798" "12032" 115 "1151" 72.375 -3.25 137.507438051659
"2799" "12033" 115 "1151" 72.125 -3.75 139.389896397749
"2800" "12034" 115 "1151" 72.125 -3.25 139.389896397749
"2801" "12041" 115 "1151" 72.375 -4.75 137.507438051659
"2802" "12042" 115 "1151" 72.375 -4.25 137.507438051659
"2803" "12043" 115 "1151" 72.125 -4.75 139.389896397749
"2804" "12044" 115 "1151" 72.125 -4.25 139.389896397749
"2805" "12051" 115 "1151" 72.375 -5.75 137.507438051659
"2806" "12052" 115 "1151" 72.375 -5.25 137.507438051659
"2807" "12053" 115 "1151" 72.125 -5.75 139.389896397749
"2808" "12054" 115 "1151" 72.125 -5.25 139.389896397749
"2809" "12061" 115 "1151" 72.375 -6.75 137.507438051659
"2810" "12062" 115 "1151" 72.375 -6.25 137.507438051659
"2811" "12063" 115 "1151" 72.125 -6.75 139.389896397749
"2812" "12064" 115 "1151" 72.125 -6.25 139.389896397749
"2813" "12071" 115 "1151" 72.375 -7.75 137.507438051659
"2814" "12072" 115 "1151" 72.375 -7.25 137.507438051658
"2815" "12073" 115 "1151" 72.125 -7.75 139.389896397749
"2816" "12074" 115 "1151" 72.125 -7.25 139.389896397748
"2817" "12081" 115 "1151" 72.375 -8.75 137.507438051658
"2818" "12082" 115 "1151" 72.375 -8.25 137.507438051659
"2819" "12083" 115 "1151" 72.125 -8.75 139.389896397748
"2820" "12084" 115 "1151" 72.125 -8.25 139.389896397749
"2821" "12091" 115 "1151" 72.375 -9.75 137.507438051659
"2822" "12092" 115 "1151" 72.375 -9.25 137.507438051658
"2823" "12093" 115 "1151" 72.125 -9.75 139.389896397749
"2824" "12094" 115 "1151" 72.125 -9.25 139.389896397748
"2825" "12501" 115 "1151" 72.875 -0.75 133.734146966271
