"reitur" "tow_nr" "smareitur" "start_lat" "start_lon" "end_lat" "end_lon" "start_tow_depth" "end_tow_depth" "sweep" "warp" "tow_dir" "tow_length" "gridcell" "station"
"45" 526 11 4 65.1686111111111 -26.4188888888889 65.1444444444444 -26.5722222222222 164 183 35 180 250 4 5264 5261173
"46" 526 12 3 65.1738888888889 -27.0388888888889 65.2388888888889 -27.025 238 250 35 265 10 4 5263 5261273
"47" 526 13 4 65.1644444444445 -26.1583333333333 65.1194444444444 -26.2597222222222 161 170 35 180 220 4 5264 5261373
"48" 527 1 2 65.3625 -27.0083333333333 65.4277777777778 -27.0005555555556 265 302 35 280 360 4 5272 5270173
"49" 527 11 4 65.0555555555556 -27.0638888888889 65.0180555555555 -27.1944444444444 232 333 35 290 255 4 5274 5271173
"50" 568 1 2 65.9722222222222 -18.275 66.0388888888889 -18.3527777777778 90 113 35 150 330 4 5682 5680173
"51" 569 11 1 65.9333333333333 -19.7833333333333 66 -19.8333333333333 81 117 35 130 343 4 5691 5691173
"52" 569 35 1 65.9130555555556 -19.5025 65.9538888888889 -19.5630555555556 105 100 35 150 NA 3 5691 5693573
"53" 570 1 1 65.7411111111111 -20.5252777777778 65.8066666666667 -20.5627777777778 76 95 35 140 343 4 5701 5700173
"54" 570 2 1 65.9208333333333 -20.5388888888889 65.9916666666667 -20.6083333333333 117 138 35 170 334 4 5701 5700273
"55" 570 11 1 65.9833333333333 -20.75 65.9166666666667 -20.8 126 153 35 175 200 4 5701 5701173
"56" 571 1 2 65.9611111111111 -20.9888888888889 65.9194444444445 -21.1 110 220 35 260 230 4 5712 5710173
"57" 571 11 4 65.6325 -21.0611111111111 65.5666666666667 -21.0833333333333 120 128 35 150 188 4 5714 5711173
"58" 571 35 4 65.6713888888889 -21.4052777777778 65.6763888888889 -21.3541666666667 150 141 35 250 NA 3 5714 5713573
"59" 573 11 1 65.8208333333333 -23.9136111111111 65.8783333333333 -24.0072222222222 52 63 35 65 340 4 5731 5731173
"60" 574 2 1 65.8261111111111 -24.9958333333333 65.8861111111111 -24.9861111111111 72 91 35 90 10 4 5741 5740273
"61" 574 3 1 65.9541666666667 -25.0055555555556 65.9861111111111 -24.8708333333333 102 117 35 130 40 4 5741 5740373
"62" 574 4 1 65.9694444444444 -24.4986111111111 66.0194444444444 -24.575 70 83 35 95 340 4 5741 5740473
"63" 574 5 3 65.725 -25 65.7916666666667 -25 69 83 35 90 360 4 5743 5740573
"64" 574 13 1 65.8027777777778 -24.9666666666667 65.8583333333333 -24.9 67 71 35 80 207 4 5741 5741373
"65" 574 14 1 65.8 -24.7638888888889 65.8472222222222 -24.6472222222222 65 80 35 85 45 4 5741 5741473
"66" 574 15 4 65.6513888888889 -24.1833333333333 65.7033333333333 -24.1213888888889 51 23 35 55 30 3.5 5744 5741573
"67" 574 36 4 65.6833333333333 -24.2916666666667 65.6611111111111 -24.1888888888889 26 43 35 55 117 3 5744 5743673
"68" 575 1 1 65.8533333333333 -25.7847222222222 65.7833333333333 -25.8275 195 207 45 230 220 4 5751 5750173
"69" 575 2 1 65.8108333333333 -25.6686111111111 65.75 -25.7908333333333 222 250 45 220 230 4 5751 5750273
"70" 575 3 4 65.7416666666667 -25.3194444444444 65.7222222222222 -25.4694444444444 135 190 35 190 260 4 5754 5750373
"71" 575 4 2 65.7761111111111 -25.2961111111111 65.8369444444444 -25.2527777777778 102 120 35 120 30 4 5752 5750473
"72" 575 5 4 65.7919444444444 -25.1083333333333 65.7166666666667 -25.1525 74 83 35 90 210 4 5754 5750573
"73" 575 6 1 65.9877777777778 -25.7419444444444 65.9902777777778 -25.9069444444444 176 194 35 200 270 4 5751 5750673
"74" 575 7 2 65.8944444444444 -25.1222222222222 65.9533333333333 -25.0555555555556 119 146 35 135 30 4 5752 5750773
"75" 575 11 1 65.9172222222222 -25.5583333333333 65.85 -25.5602777777778 137 157 35 170 180 4 5751 5751173
"76" 575 12 1 65.9319444444445 -25.775 65.9416666666667 -25.9388888888889 189 207 45 200 105 4 5751 5751273
"77" 575 13 3 65.4922222222222 -25.7208333333333 65.5602777777778 -25.7222222222222 107 120 35 135 360 4 5753 5751373
"78" 575 14 1 65.5397222222222 -25.2213888888889 65.5075 -25.2272222222222 80 79 35 130 180 2 5751 5751473
"79" 575 16 3 65.5833333333333 -25.8072222222222 65.6386111111111 -25.9075 120 129 35 135 330 4 5753 5751673
"80" 576 2 3 65.7133333333333 -26.5325 65.6575 -26.6 182 172 45 200 209 4 5763 5760273
"81" 576 3 2 65.8416666666667 -26.1586111111111 65.8138888888889 -25.9972222222222 222 259 45 230 105 4 5762 5760373
"82" 576 4 2 65.9505555555556 -26.0352777777778 66.0172222222222 -26.0486111111111 182 232 45 225 3 4 5762 5760473
"83" 576 5 2 66.0075 -26.2891666666667 65.9833333333333 -26.1305555555556 223 230 45 275 116 4 5762 5760573
"84" 576 6 4 65.5244444444444 -26.2138888888889 65.5938888888889 -26.2333333333333 157 167 35 180 360 4 5764 5760673
"85" 576 11 1 65.9361111111111 -26.8388888888889 66 -26.7666666666667 370 379 45 430 NA 4 5761 5761173
"86" 576 12 1 65.7555555555556 -26.7222222222222 65.8266666666667 -26.6888888888889 254 309 45 310 15 4 5761 5761273
"87" 576 13 3 65.6527777777778 -26.675 65.5836111111111 -26.7333333333333 200 195 45 210 203 4 5763 5761373
"88" 576 14 1 65.8638888888889 -26.7405555555556 65.9305555555556 -26.7333333333333 250 320 45 300 25 4 5761 5761473
"89" 576 15 1 65.9194444444445 -26.55 65.9883333333333 -26.4741666666667 287 300 45 300 30 4 5761 5761573
"90" 576 16 4 65.6666666666667 -26.1694444444444 65.6552777777778 -26.3263888888889 178 189 35 195 255 4 5764 5761673
"91" 616 1 1 66.3666666666667 -16.7083333333333 66.4333333333333 -16.7222222222222 113 136 35 171 345 4 6161 6160173
"92" 616 11 1 66.2711111111111 -16.8061111111111 66.3169444444444 -16.6922222222222 196 202 35 250 65 4 6161 6161173
"93" 617 1 3 66.1333333333333 -17.5333333333333 66.1972222222222 -17.4333333333333 170 180 45 225 35 4 6173 6170173
"94" 617 2 1 66.3375 -17.7055555555556 66.4055555555556 -17.7888888888889 158 198 45 220 0 4 6171 6170273
"95" 617 3 1 66.45 -17.6 66.45 -17.4333333333333 216 324 45 370 90 4 6171 6170373
"96" 617 11 3 66.2333333333333 -17.75 66.1666666666667 -17.7166666666667 162 216 45 260 175 4 6173 6171173
"97" 617 12 2 66.25 -17.5 66.3166666666667 -17.5 216 234 45 270 360 4 6172 6171273
"98" 617 13 4 66.25 -17.3166666666667 66.1833333333333 -17.3666666666667 126 171 35 210 200 4 6174 6171373
"99" 617 36 4 66.0422222222222 -17.6047222222222 66.0438888888889 -17.5247222222222 87 93 35 140 83 2 6174 6173673
"100" 618 2 2 66.2583333333333 -18.3055555555556 66.3055555555556 -18.3944444444444 171 180 35 230 333 4 6182 6180273
"101" 618 3 2 66.4333333333333 -18.3666666666667 66.5 -18.3666666666667 99 162 35 180 360 4 6182 6180373
"102" 618 11 2 66.3333333333333 -18.45 66.4 -18.45 135 189 45 220 355 4 6182 6181173
"103" 618 12 2 66.45 -18.1166666666667 66.4 -18.2333333333333 63 76 35 130 225 4 6182 6181273
"104" 618 13 4 66.0855555555555 -18.3555555555556 66.1561111111111 -18.4194444444444 72 131 35 155 335 4 6184 6181373
"105" 618 14 1 66.3666666666667 -18.8 66.4277777777778 -18.9055555555556 400 431 45 430 310 4 6181 6181473
"106" 619 1 1 66.3166666666667 -19.7833333333333 66.3875 -19.7736111111111 180 200 35 220 360 4 6191 6190173
"107" 619 2 1 66.3638888888889 -19.6297222222222 66.2972222222222 -19.6055555555556 160 225 45 220 170 4 6191 6190273
"108" 619 3 3 66.2597222222222 -19.6138888888889 66.2319444444445 -19.7722222222222 180 225 45 220 260 4 6193 6190373
"109" 619 4 2 66.3333333333333 -19.05 66.4 -19.0833333333333 189 225 45 270 350 4 6192 6190473
"110" 619 11 3 66.0833333333333 -19.7833333333333 66.1269444444444 -19.65 117 171 35 170 55 4 6193 6191173
"111" 619 12 4 66.1833333333333 -19.1666666666667 66.25 -19.15 81 126 35 150 0 4 6194 6191273
"112" 619 13 3 66 -19.9 66.0527777777778 -19.8044444444444 82 146 35 150 38 4 6193 6191373
"113" 619 14 2 66.3333333333333 -19.4 66.3333333333333 -19.2333333333333 117 198 35 200 90 4 6192 6191473
"114" 619 15 3 66.0833333333333 -19.9 66.15 -19.85 150 153 35 200 17 4 6193 6191573
"115" 620 1 3 66.1833333333333 -20.6333333333333 66.25 -20.65 171 207 45 240 350 4 6203 6200173
"116" 620 2 1 66.4211111111111 -20.8075 66.4883333333333 -20.8044444444444 176 183 35 230 356 4 6201 6200273
"117" 620 11 3 66.2166666666667 -20 66.2833333333333 -20 135 153 35 200 182 4 6203 6201173
"118" 620 12 2 66.3333333333333 -20.3 66.4 -20.3333333333333 90 162 35 190 350 4 6202 6201273
"119" 621 1 2 66.5111111111111 -21.0222222222222 66.4577777777778 -21.1036111111111 185 165 45 240 210 4 6212 6210173
"120" 621 2 2 66.4138888888889 -21.2666666666667 66.4761111111111 -21.3405555555556 160 180 35 225 325 4 6212 6210273
"121" 621 3 1 66.5 -21.6166666666667 66.5033333333333 -21.7861111111111 81 133 35 130 270 4 6211 6210373
"122" 621 4 2 66.4055555555556 -21.4194444444444 66.3388888888889 -21.3416666666667 108 133 35 150 325 4 6212 6210473
"123" 621 11 2 66.3333333333333 -21.05 66.2666666666667 -21.05 135 153 35 200 180 4 6212 6211173
"124" 621 12 2 66.2888888888889 -21.2805555555556 66.2361111111111 -21.1555555555556 100 145 35 160 145 4 6212 6211273
"125" 621 13 4 66.15 -21.25 66.0911111111111 -21.2391666666667 90 112 35 140 175 4 6214 6211373
"126" 622 1 3 66.1361111111111 -22.8972222222222 66.175 -23.0416666666667 130 139 35 130 300 4 6223 6220173
"127" 622 11 3 66.075 -22.7166666666667 66.1222222222222 -22.8527777777778 125 130 35 120 310 4 6223 6221173
"128" 623 1 1 66.2919444444444 -23.9916666666667 66.3305555555555 -23.8502777777778 70 82 35 90 50 4 6231 6230173
"129" 623 2 1 66.4583333333333 -23.5222222222222 66.5222222222222 -23.5722222222222 111 148 35 160 350 4 6231 6230273
"130" 623 3 1 66.4191666666667 -23.83 66.4780555555556 -23.7725 152 182 35 175 360 4 6231 6230373
"131" 623 4 1 66.3361111111111 -23.9194444444444 66.3888888888889 -23.8083333333333 107 130 35 125 40 4 6231 6230473
"132" 623 5 2 66.4672222222222 -23.45 66.4113888888889 -23.5333333333333 74 157 35 150 205 4 6232 6230573
"133" 623 12 4 66.2555555555556 -23.1055555555556 66.2027777777778 -23.2138888888889 109 124 35 115 210 4 6234 6231273
"134" 623 13 1 66.3461111111111 -23.6363888888889 66.3994444444445 -23.7472222222222 111 167 35 180 320 4 6231 6231373
"135" 623 14 2 66.2722222222222 -23.1552777777778 66.3075 -23.3016666666667 65 111 35 90 310 4 6232 6231473
"136" 624 1 1 66.5333333333333 -24.8688888888889 66.4780555555556 -24.9555555555556 159 166 35 180 210 4 6241 6240173
"137" 624 2 1 66.4388888888889 -24.8222222222222 66.4833333333333 -24.6972222222222 107 119 35 125 45 4 6241 6240273
"138" 624 3 2 66.4305555555556 -24.0527777777778 66.3791666666667 -24.1722222222222 120 129 35 130 225 4 6242 6240373
"139" 624 4 2 66.3363888888889 -24.1722222222222 66.3875 -24.0638888888889 117 120 35 130 45 4 6242 6240473
"140" 624 5 4 66.0694444444444 -24.2527777777778 66.1333333333333 -24.2194444444444 54 65 35 80 10 4 6244 6240573
"141" 624 6 3 66.0722222222222 -25.0083333333333 66.1402777777778 -25.0091666666667 102 128 35 130 0 4 6243 6240673
"142" 624 11 3 66.0019444444444 -24.6602777777778 66.0533333333333 -24.5458333333333 89 102 35 105 35 4 6243 6241173
"143" 624 12 1 66.3527777777778 -24.7888888888889 66.4138888888889 -24.7438888888889 95 106 35 130 10 4 6241 6241273
"144" 624 13 3 66.1633333333333 -24.56 66.1527777777778 -24.7216666666667 89 111 35 115 255 4 6243 6241373
"145" 624 14 3 66.1680555555556 -24.5083333333333 66.1111111111111 -24.6055555555556 98 126 35 140 205 4 6243 6241473
"146" 624 15 1 66.3416666666667 -25.0055555555556 66.4055555555556 -24.9530555555556 120 139 35 155 10 4 6241 6241573
"147" 624 16 1 66.2541666666667 -24.6927777777778 66.2755555555556 -24.5166666666667 83 94 35 90 85 4 6241 6241673
"148" 624 17 3 66.0936111111111 -24.7611111111111 66.0666666666667 -24.9222222222222 131 136 35 160 250 4 6243 6241773
"149" 625 1 2 66.3658333333333 -25.1880555555556 66.3338888888889 -25.34 161 173 35 180 250 4 6252 6250173
"150" 625 2 3 66.0875 -25.725 66.0166666666667 -25.7888888888889 181 200 45 190 190 4 6253 6250273
"151" 625 3 2 66.4563888888889 -25.3816666666667 66.5033333333333 -25.2436111111111 256 296 45 330 45 4 6252 6250373
"152" 625 4 2 66.4 -25.3769444444444 66.3561111111111 -25.4880555555556 167 185 35 200 225 4 6252 6250473
"153" 625 5 3 66.1275 -25.7386111111111 66.0833333333333 -25.8722222222222 173 170 35 190 230 4 6253 6250573
"154" 625 6 2 66.4525 -25.0602777777778 66.4708333333333 -25.2069444444444 175 185 35 205 280 4 6252 6250673
"155" 625 7 1 66.35 -25.6186111111111 66.4013888888889 -25.5213888888889 278 333 45 360 30 4 6251 6250773
"156" 625 11 3 66.1694444444445 -25.9555555555556 66.2263888888889 -25.8388888888889 222 263 45 280 45 4 6253 6251173
"157" 625 12 4 66.1736111111111 -25.1138888888889 66.1222222222222 -25.2361111111111 102 109 35 120 230 4 6254 6251273
"158" 625 13 1 66.2555555555556 -25.9211111111111 66.3033333333333 -25.8138888888889 380 393 45 400 35 4 6251 6251373
"159" 625 14 1 66.25 -25.8463888888889 66.3072222222222 -25.7302777777778 296 314 45 340 45 4 6251 6251473
"160" 625 15 4 66.2708333333333 -25.45 66.2261111111111 -25.5669444444444 150 176 35 170 220 4 6254 6251573
"161" 625 16 2 66.2597222222222 -25.1333333333333 66.3197222222222 -25.1258333333333 126 148 35 160 15 4 6252 6251673
"162" 625 17 4 66.1736111111111 -25.2138888888889 66.1930555555556 -25.3694444444444 126 148 35 150 290 4 6254 6251773
"163" 626 1 4 66.0416666666667 -26.0361111111111 66.0002777777778 -26.1691666666667 191 213 45 210 225 4 6264 6260173
"164" 626 2 4 66.1852777777778 -26.1041666666667 66.1555555555556 -26.2438888888889 386 465 45 465 NA 4 6264 6260273
"165" 626 11 4 66.0616666666667 -26.1666666666667 66.0236111111111 -26.2936111111111 248 245 45 265 231 4 6264 6261173
"166" 626 12 4 66.0972222222222 -26.1416666666667 66.1444444444444 -26.0277777777778 265 287 45 320 45 4 6264 6261273
"167" 668 1 2 66.8166666666667 -18.4833333333333 66.8333333333333 -18.3166666666667 230 242 45 300 80 4 6682 6680173
"168" 668 2 2 66.9833333333333 -18.4666666666667 66.9166666666667 -18.4666666666667 180 225 45 250 180 4 6682 6680273
"169" 668 3 4 66.6333333333333 -18 66.65 -18.15 153 189 45 220 275 4 6684 6680373
"170" 668 4 4 66.7 -18.5166666666667 66.75 -18.4 230 252 45 300 35 4 6684 6680473
"171" 668 5 4 66.5833333333333 -18.4 66.65 -18.4166666666667 180 180 45 220 352 4 6684 6680573
"172" 668 11 3 66.5 -18.6 66.5666666666667 -18.55 216 216 45 280 17 4 6683 6681173
"173" 668 12 4 66.7 -18.35 66.75 -18.25 198 306 45 260 35 4 6684 6681273
"174" 668 13 1 66.7830555555555 -18.5688888888889 66.8513888888889 -18.5661111111111 374 385 45 400 360 4 6681 6681373
"175" 668 14 4 66.5833333333333 -18.1 66.6166666666667 -18.25 81 108 35 130 300 4 6684 6681473
"176" 668 15 1 66.95 -18.8333333333333 67 -18.85 225 252 45 280 0 4 6681 6681573
"177" 669 1 1 66.7333333333333 -19.5166666666667 66.7833333333333 -19.6333333333333 216 243 45 270 318 4 6691 6690173
"178" 669 2 3 66.5888888888889 -19.6694444444444 66.6555555555556 -19.5888888888889 225 243 45 270 20 4 6693 6690273
"179" 669 3 3 66.6566666666667 -19.8055555555556 66.7105555555556 -19.7333333333333 144 160 45 220 30 4 6693 6690373
"180" 669 4 4 66.69 -19.2222222222222 66.6194444444444 -19.2888888888889 288 320 45 330 200 4 6694 6690473
"181" 669 11 4 66.5 -19.4 66.5666666666667 -19.3666666666667 306 306 45 350 15 4 6694 6691173
"182" 669 12 2 66.75 -19.35 66.8166666666667 -19.3666666666667 297 315 45 350 350 4 6692 6691273
"183" 669 13 1 66.75 -19.95 66.7833333333333 -19.8 216 266 45 290 65 4 6691 6691373
"184" 670 1 4 66.5666666666667 -20.2166666666667 66.6125 -20.1011111111111 78 113 35 160 53 4 6704 6700173
"185" 670 2 4 66.65 -20 66.7166666666667 -20 124 162 45 200 360 4 6704 6700273
"186" 670 3 1 66.8 -20.8055555555556 66.8555555555556 -20.6805555555556 279 297 45 340 46 4 6701 6700373
"187" 670 4 1 66.9833333333333 -20.8855555555556 66.9833333333333 -20.7152777777778 177 226 45 240 90 4 6701 6700473
"188" 670 5 2 66.9402777777778 -20.5155555555556 66.9666666666667 -20.3666666666667 261 288 45 320 57 4 6702 6700573
"189" 670 11 1 66.9222222222222 -20.9194444444444 66.9722222222222 -21.0083333333333 135 171 45 200 329 4 6701 6701173
"190" 670 12 4 66.5861111111111 -20.4472222222222 66.625 -20.2972222222222 272 282 45 300 55 4 6704 6701273
"191" 670 14 4 66.6666666666667 -20.3 66.7 -20.15 252 250 45 310 53 4 6704 6701473
"192" 670 15 3 66.5 -20.7 66.5666666666667 -20.7166666666667 207 315 35 350 355 4 6703 6701573
"193" 671 1 4 66.6666666666667 -21.45 66.6666666666667 -21.2833333333333 90 126 35 150 81 4 6714 6710173
"194" 671 2 2 66.8847222222222 -21.1611111111111 66.9083333333333 -20.9944444444444 120 140 45 180 80 4 6712 6710273
"195" 671 3 2 66.7388888888889 -21.2222222222222 66.8055555555556 -21.1388888888889 99 108 35 140 26 4 6712 6710373
"196" 671 4 2 66.8013888888889 -21.4472222222222 66.8263888888889 -21.2805555555556 81 81 35 120 75 4 6712 6710473
"197" 671 5 3 66.6 -21.9166666666667 66.6166666666667 -21.75 72 108 35 130 75 4 6713 6710573
"198" 671 11 4 66.5944444444444 -21.5472222222222 66.6555555555556 -21.4527777777778 108 117 35 150 30 4 6714 6711173
"199" 671 12 1 66.9166666666667 -21.65 66.9333333333333 -21.4833333333333 162 162 45 220 80 4 6711 6711273
"200" 671 13 1 66.75 -21.7 66.7833333333333 -21.85 117 153 45 210 295 4 6711 6711373
"201" 671 14 1 66.8833333333333 -21.9166666666667 66.9166666666667 -21.7666666666667 171 180 45 220 65 4 6711 6711473
"202" 671 15 4 66.6666666666667 -21.1 66.7166666666667 -21 189 225 45 270 46 4 6714 6711573
"203" 672 1 2 66.8833333333333 -22.1166666666667 66.9333333333333 -22.2166666666667 144 171 45 230 330 4 6722 6720173
"204" 672 2 2 66.9833333333333 -22.2555555555556 66.9833333333333 -22.4194444444444 195 197 45 250 270 4 6722 6720273
"205" 672 3 2 66.95 -22.4333333333333 66.9055555555556 -22.5611111111111 162 189 45 230 220 4 6722 6720373
"206" 672 4 1 66.9561111111111 -22.8277777777778 66.9069444444444 -22.9555555555556 220 225 45 270 230 4 6721 6720473
"207" 672 5 1 66.9333333333333 -22.6833333333333 66.9833333333333 -22.5833333333333 180 198 45 245 45 4 6721 6720573
"208" 672 6 2 66.8666666666667 -22.4166666666667 66.85 -22.25 126 126 35 200 100 4 6722 6720673
"209" 672 11 1 66.75 -22.6 66.8 -22.7166666666667 81 108 35 130 313 4 6721 6721173
"210" 672 12 1 66.8333333333333 -22.7 66.8833333333333 -22.5833333333333 126 144 35 200 43 4 6721 6721273
"211" 672 14 4 66.5833333333333 -22.3833333333333 66.65 -22.4 58 68 35 100 350 4 6724 6721473
"212" 672 15 4 66.7333333333333 -22.1333333333333 66.6666666666667 -22.1 90 90 35 120 170 4 6724 6721573
"213" 672 16 1 66.7569444444444 -22.9527777777778 66.8166666666667 -22.8944444444444 99 123 35 150 20 4 6721 6721673
"214" 672 35 3 66.5919444444444 -22.9825 66.5572222222222 -22.8908333333333 63 75 35 100 NA 3 6723 6723573
"215" 673 1 1 66.9555555555556 -23.9916666666667 67.0094444444444 -23.8752777777778 222 241 45 260 50 4 6731 6730173
"216" 673 2 1 66.9666666666667 -23.5 66.9666666666667 -23.6666666666667 207 216 45 245 270 4 6731 6730273
"217" 673 3 2 66.9 -23.4333333333333 66.9675 -23.5097222222222 216 225 45 250 330 4 6732 6730373
"218" 673 4 2 66.9016666666667 -23.1638888888889 66.9430555555556 -23.0138888888889 225 225 45 250 65 4 6732 6730473
"219" 673 5 2 66.8766666666667 -23.1722222222222 66.85 -23.3352777777778 216 200 45 225 80 4 6732 6730573
"220" 673 6 1 66.89 -24.0072222222222 66.825 -23.9847222222222 159 185 45 190 175 4 6731 6730673
"221" 673 7 2 66.85 -23.05 66.9166666666667 -23 180 216 45 240 10 4 6732 6730773
"222" 673 11 1 66.8333333333333 -23.7030555555556 66.8877777777778 -23.8080555555556 176 196 45 210 325 4 6731 6731173
"223" 673 12 1 66.8752777777778 -23.5083333333333 66.8475 -23.6627777777778 185 196 45 220 260 4 6731 6731273
"224" 673 13 4 66.75 -23.2 66.7333333333333 -23.3666666666667 117 139 35 150 250 4 6734 6731373
"225" 673 14 1 66.8341666666667 -23.8658333333333 66.8938888888889 -23.9666666666667 168 185 45 180 322 4 6731 6731473
"226" 673 15 3 66.5902777777778 -23.7444444444444 66.5416666666667 -23.6194444444444 126 157 35 160 130 4 6733 6731573
"227" 673 16 3 66.5833333333333 -24.0194444444444 66.5327777777778 -23.9080555555556 157 204 35 198 130 4 6733 6731673
"228" 673 17 1 66.9213888888889 -23.9752777777778 66.9672222222222 -23.8388888888889 189 200 45 240 45 4 6731 6731773
"229" 673 31 3 66.6675 -23.9272222222222 66.6680555555556 -23.7505555555556 96 105 35 115 93 4 6733 6733173
"230" 673 35 4 66.6030555555556 -23.5422222222222 66.6322222222222 -23.3833333333333 81 77 35 90 63 4 6734 6733573
