"reitur" "tow_nr" "smareitur" "start_lat" "start_lon" "end_lat" "end_lon" "start_tow_depth" "end_tow_depth" "warp" "tow_length" "tow_vert_open" "tow_horiz_open" "gridcell" "station"
"110" 411 71 1 64.3083333333333 -11.6583333333333 64.2555555555556 -11.7166666666667 354 350 345 3 5.6 122 4111 4117178
"111" 412 1 1 64.3438888888889 -12.8208333333333 64.3602777777778 -12.9427777777778 168 167 200 3 5.7 105 4121 4120178
"112" 412 2 4 64.2769444444444 -12.3633333333333 64.2275 -12.3725 472 481 470 3 5.8 122 4124 4120278
"113" 412 3 3 64.1222222222222 -12.5713888888889 64.0763888888889 -12.6077777777778 536 554 530 3 5.8 125 4123 4120378
"114" 412 51 3 64.1583333333333 -12.6305555555556 64.2083333333333 -12.6888888888889 514 455 470 3 5.7 121 4123 4125178
"115" 412 61 3 64.0316666666667 -12.8158333333333 64.0722222222222 -12.7713888888889 609 577 620 3 5.7 124 4123 4126178
"116" 413 51 4 64.1388888888889 -13.2416666666667 64.0833333333333 -13.2333333333333 139 172 200 3 5.6 105 4134 4135178
"117" 426 1 1 64.2452777777778 -26.9041666666667 64.2933333333333 -26.8755555555556 432 366 390 3 5.9 115 4261 4260178
"118" 427 1 1 64.4727777777778 -27.4872222222222 64.4344444444445 -27.5411111111111 776 833 780 3 5.6 125 4271 4270178
"119" 427 3 1 64.4077777777778 -27.86 64.3863888888889 -27.7402777777778 917 924 880 3 5.6 129 4271 4270378
"120" 427 41 2 64.4591666666667 -27.3736111111111 64.5086111111111 -27.3847222222222 721 712 690 3 5.7 124 4272 4274178
"121" 427 51 1 64.4361111111111 -27.65 64.4805555555556 -27.6888888888889 840 824 845 3 5.7 128 4271 4275178
"122" 427 52 4 64.1444444444444 -27.1222222222222 64.1777777777778 -27.2027777777778 753 771 750 3 5.8 125 4274 4275278
"123" 428 2 2 64.4094444444444 -28.1194444444444 64.4291666666667 -28.2208333333333 1189 1180 1200 3 5.7 129 4282 4280278
"124" 428 3 1 64.5194444444444 -28.6236111111111 64.4713888888889 -28.6938888888889 1299 1277 1275 3 5.7 130 4281 4280378
"125" 460 1 4 64.5341666666667 -10.5322222222222 64.5713888888889 -10.4738888888889 490 463 460 3 5.6 125 4604 4600178
"126" 461 1 2 64.9825 -11.1361111111111 65.0283333333333 -11.175 602 584 570 3 5.6 130 4612 4610178
"127" 461 2 2 64.8416666666667 -10.9844444444444 64.8847222222222 -11.03 479 445 430 3 5.6 126 4612 4610278
"128" 461 3 1 64.8516666666667 -11.6219444444444 64.8119444444444 -11.6825 293 344 365 3 5.9 119 4611 4610378
"129" 461 4 3 64.575 -11.9222222222222 64.5355555555556 -11.9830555555556 382 377 405 3 5.8 119 4613 4610478
"130" 461 5 1 65.0111111111111 -11.4761111111111 64.9611111111111 -11.48 415 381 390 3 5.7 121 4611 4610578
"131" 461 71 4 64.5916666666667 -11.3722222222222 64.5777777777778 -11.4777777777778 427 435 440 3 5.6 124 4614 4617178
"132" 477 1 3 64.6597222222222 -27.8438888888889 64.7094444444444 -27.8402777777778 942 897 930 3 5.6 129 4773 4770178
"133" 477 21 1 64.8333333333333 -27.6666666666667 64.8833333333333 -27.6666666666667 715 690 710 3 5.6 124 4771 4772178
"134" 477 51 2 64.9086111111111 -27.4725 64.8597222222222 -27.455 550 559 575 3 5.8 122 4772 4775178
"135" 477 61 4 64.6194444444444 -27.3333333333333 64.575 -27.3972222222222 608 662 625 3 5.7 124 4774 4776178
"136" 477 71 2 64.8722222222222 -27.2222222222222 64.9222222222222 -27.2416666666667 386 357 400 3 5.8 115 4772 4777178
"137" 478 3 2 64.7547222222222 -28.0666666666667 64.7694444444444 -28.1813888888889 1050 1082 1040 3 5.7 133 4782 4780378
"138" 478 4 2 64.8305555555555 -28.0652777777778 64.7805555555556 -28.0747222222222 1091 1107 1065 3 5.8 130 4782 4780478
"139" 478 5 4 64.6091666666667 -28.0530555555556 64.5594444444444 -28.0577777777778 1014 1050 1010 3 5.5 131 4784 4780578
"140" 478 7 4 64.7344444444444 -28.225 64.6861111111111 -28.2519444444444 1089 1089 1100 3 5.7 130 4784 4780778
"141" 478 41 1 64.8175 -28.9177777777778 64.8752777777778 -28.8852777777778 1001 999 950 3 5.7 128 4781 4784178
"142" 478 44 1 64.8858333333333 -28.795 64.8358333333333 -28.7419444444444 1047 1116 990 3 5.6 126 4781 4784478
"143" 509 1 3 65.1197222222222 -9.67305555555556 65.0697222222222 -9.67333333333333 770 754 760 3 5.6 133 5093 5090178
"144" 510 1 1 65.4866666666667 -10.7391666666667 65.4366666666667 -10.7425 824 873 810 3 5.6 131 5101 5100178
"145" 511 2 2 65.4536111111111 -11.3863888888889 65.4105555555556 -11.3391666666667 459 476 500 3 5.6 125 5112 5110278
"146" 511 3 2 65.4030555555556 -11.1936111111111 65.4508333333333 -11.1591666666667 706 716 690 3 5.6 130 5112 5110378
"147" 511 21 4 65.1272222222222 -11.8575 65.2019444444445 -11.7894444444444 309 353 360 3 5.7 120 5114 5112178
"148" 511 41 4 65.1752777777778 -11.2655555555556 65.2247222222222 -11.2794444444444 576 591 610 3 5.5 130 5114 5114178
"149" 527 2 2 65.2869444444444 -27.4463888888889 65.3194444444444 -27.5238888888889 461 544 495 3 6 111 5272 5270278
"150" 527 71 4 65.0194444444444 -27.1805555555556 65.0472222222222 -27.0777777777778 296 246 290 3 5.8 110 5274 5277178
"151" 528 1 4 65.0888888888889 -28.2286111111111 65.1363888888889 -28.2022222222222 1025 1032 975 3 5.7 128 5284 5280178
"152" 528 2 2 65.3352777777778 -28.4730555555556 65.2961111111111 -28.5266666666667 1155 1168 1160 3 5.6 128 5282 5280278
"153" 528 4 1 65.4711111111111 -28.695 65.5197222222222 -28.7194444444444 1199 1140 1180 3 5.6 129 5281 5280478
